datdep,ptcar_lg_nm_nl,delay_arr,delay_dep,circ_typ,train_serv,mois
22OCT2025,BRUSSEL-CONGRES,0.73,0.73,1,SNCB/NMBS,2025-10
30OCT2025,BRUSSEL-KAPELLEKERK,0.82,0.82,1,SNCB/NMBS,2025-10
17OCT2025,SINT-NIKLAAS,2.48,3.47,1,SNCB/NMBS,2025-10
16OCT2025,FRAIPONT,1.45,1.7,1,SNCB/NMBS,2025-10
28OCT2025,WOLFSTEE,4.48,4.48,1,SNCB/NMBS,2025-10
10OCT2025,HILLEGEM,0.92,0.92,1,SNCB/NMBS,2025-10
13OCT2025,OBOURG,0.98,0.52,1,SNCB/NMBS,2025-10
15OCT2025,LEMAN,2.2,2.72,1,SNCB/NMBS,2025-10
16OCT2025,BRUSSEL-KAPELLEKERK,0.63,0.63,1,SNCB/NMBS,2025-10
01OCT2025,APPELTERRE,2.1,1.93,1,SNCB/NMBS,2025-10
01OCT2025,LA ROCHE(BRABANT),-1.13,0.27,1,SNCB/NMBS,2025-10
08OCT2025,TESTELT,-0.42,-0.42,1,SNCB/NMBS,2025-10
28OCT2025,AUVELAIS,0.03,0.03,1,SNCB/NMBS,2025-10
15OCT2025,AARSELE,1.07,1.07,1,SNCB/NMBS,2025-10
05OCT2025,GOUY-LEZ-PIETON,-0.28,0.25,1,SNCB/NMBS,2025-10
24OCT2025,MORTSEL,1.2,1.2,1,SNCB/NMBS,2025-10
31OCT2025,HANSBEKE,2.05,2.27,1,SNCB/NMBS,2025-10
10OCT2025,IDEGEM,0.37,0.05,1,SNCB/NMBS,2025-10
05OCT2025,SCHELLE,0.0,0.1,1,SNCB/NMBS,2025-10
15OCT2025,BRUSSEL-KAPELLEKERK,-0.1,-0.1,1,SNCB/NMBS,2025-10
21OCT2025,MUNKZWALM,3.23,3.27,1,SNCB/NMBS,2025-10
08OCT2025,MARIA-AALTER,-0.18,-0.1,1,SNCB/NMBS,2025-10
24OCT2025,NIEL,0.18,0.28,1,SNCB/NMBS,2025-10
31OCT2025,IZEGEM-SAS,0.17,0.17,1,SNCB/NMBS,2025-10
27OCT2025,WATERMAAL,3.22,3.22,1,SNCB/NMBS,2025-10
05OCT2025,MELSELE,5.23,5.33,1,SNCB/NMBS,2025-10
03OCT2025,HASSELT,10.85,,1,SNCB/NMBS,2025-10
24OCT2025,DENDERMONDE,-0.28,,1,SNCB/NMBS,2025-10
20OCT2025,HOVE,16.4,16.4,1,SNCB/NMBS,2025-10
10OCT2025,AALST,3.05,2.68,1,SNCB/NMBS,2025-10
01OCT2025,TOURNAI,-0.15,0.18,1,SNCB/NMBS,2025-10
15OCT2025,LOKEREN-OOST,-0.02,-0.02,1,SNCB/NMBS,2025-10
20OCT2025,SCHAARBEEK,2.1,2.1,1,SNCB/NMBS,2025-10
29OCT2025,MARCHE-LES-DAMES-MARCHANDISES,6.77,6.77,1,SNCB/NMBS,2025-10
25OCT2025,BEGIJNENDIJK,0.4,0.4,1,SNCB/NMBS,2025-10
16OCT2025,BRUSSEL-CENTRAAL,44.33,44.23,1,SNCB/NMBS,2025-10
01OCT2025,EDINGEN,2.72,2.1,1,SNCB/NMBS,2025-10
13OCT2025,ZINGEM,1.13,0.97,1,SNCB/NMBS,2025-10
14OCT2025,BLERET,-0.42,0.1,1,SNCB/NMBS,2025-10
07OCT2025,BRUSSEL-CONGRES,-0.02,-0.02,1,SNCB/NMBS,2025-10
15OCT2025,MEISER,0.58,2.5,1,SNCB/NMBS,2025-10
08OCT2025,OLEN-SAS,-0.2,-0.2,1,SNCB/NMBS,2025-10
27OCT2025,ENGIS,0.0,0.02,1,SNCB/NMBS,2025-10
23OCT2025,LIEGE-GUILLEMINS,-0.72,0.5,1,SNCB/NMBS,2025-10
01OCT2025,SINT-JORIS-WEERT,0.47,0.23,1,SNCB/NMBS,2025-10
05OCT2025,ERNAGE,0.82,0.82,1,SNCB/NMBS,2025-10
16OCT2025,FLOREE,1.0,1.0,1,SNCB/NMBS,2025-10
13OCT2025,NOSSEGEM,1.38,1.38,1,SNCB/NMBS,2025-10
02OCT2025,PALISEUL,8.83,8.6,1,SNCB/NMBS,2025-10
27OCT2025,SINT-KATELIJNE-WAVER,3.15,3.15,1,SNCB/NMBS,2025-10
01OCT2025,LIERS-FAISCEAU,-2.8,,1,SNCB/NMBS,2025-10
14OCT2025,EDE,3.63,3.63,1,SNCB/NMBS,2025-10
01OCT2025,BRAINE-LE-COMTE,0.12,0.57,1,SNCB/NMBS,2025-10
06OCT2025,BRAINE-ALLIANCE,0.75,0.75,1,SNCB/NMBS,2025-10
31OCT2025,KOKSIJDE,0.35,0.7,1,SNCB/NMBS,2025-10
14OCT2025,MERCHTEM,-0.07,0.15,1,SNCB/NMBS,2025-10
16OCT2025,DUFFEL,-0.13,0.22,1,SNCB/NMBS,2025-10
17OCT2025,FROYENNES,0.23,0.13,1,SNCB/NMBS,2025-10
12OCT2025,HENNUYERES-GARAGE,0.25,0.25,1,SNCB/NMBS,2025-10
30OCT2025,HEIZIJDE,0.95,0.95,1,SNCB/NMBS,2025-10
16OCT2025,BOOISCHOT,3.98,4.38,1,SNCB/NMBS,2025-10
07OCT2025,ZAVENTEM,0.27,0.42,1,SNCB/NMBS,2025-10
13OCT2025,ANTOING,1.33,1.33,1,SNCB/NMBS,2025-10
09OCT2025,SINT-MARIABURG,2.65,2.65,1,SNCB/NMBS,2025-10
06OCT2025,HOVE,19.82,19.82,1,SNCB/NMBS,2025-10
02OCT2025,LIEGE-GUILLEMINS,-1.07,0.28,1,SNCB/NMBS,2025-10
28OCT2025,LEDE,3.2,3.72,1,SNCB/NMBS,2025-10
07OCT2025,LESSINES,0.88,1.0,1,SNCB/NMBS,2025-10
21OCT2025,MERELBEKE,-1.02,0.27,1,SNCB/NMBS,2025-10
30OCT2025,BUDA,0.12,0.12,1,SNCB/NMBS,2025-10
21OCT2025,TUBIZE,1.28,1.28,1,SNCB/NMBS,2025-10
08OCT2025,LA LOUVIERE-SUD,0.37,0.12,1,SNCB/NMBS,2025-10
08OCT2025,KONTICH-LINT,-0.3,-0.07,1,SNCB/NMBS,2025-10
04OCT2025,KORTENBERG,8.05,8.05,1,SNCB/NMBS,2025-10
09OCT2025,ANTWERPEN-BERCHEM,-0.23,0.1,1,SNCB/NMBS,2025-10
10OCT2025,WETTEREN,0.35,0.48,1,SNCB/NMBS,2025-10
09OCT2025,UKKEL-STALLE,-1.32,-1.32,1,SNCB/NMBS,2025-10
01OCT2025,LEBBEKE,2.27,2.27,1,SNCB/NMBS,2025-10
19OCT2025,LE CAMPINAIRE,0.18,0.18,1,SNCB/NMBS,2025-10
14OCT2025,LANDEN,11.92,11.03,1,SNCB/NMBS,2025-10
23OCT2025,MARCHE-LEZ-ECAUSSINNES,0.02,0.02,1,SNCB/NMBS,2025-10
11OCT2025,NINOVE-WIJKSPOOR,1.02,1.02,1,SNCB/NMBS,2025-10
31OCT2025,TERHAGEN,5.87,5.87,1,SNCB/NMBS,2025-10
16OCT2025,FROYENNES,1.65,1.77,1,SNCB/NMBS,2025-10
29OCT2025,MONS,8.17,7.87,1,SNCB/NMBS,2025-10
02OCT2025,KALMTHOUT,-0.07,0.1,1,SNCB/NMBS,2025-10
30OCT2025,BRUSSEL-KAPELLEKERK,6.17,6.17,1,SNCB/NMBS,2025-10
10OCT2025,ZEDELGEM,2.22,2.38,1,SNCB/NMBS,2025-10
16OCT2025,BRUSSEL-NOORD,1.82,3.73,1,SNCB/NMBS,2025-10
02OCT2025,SINT-DENIJS-BOEKEL,1.08,1.18,1,SNCB/NMBS,2025-10
24OCT2025,NIJLEN,-0.27,-0.27,1,SNCB/NMBS,2025-10
25OCT2025,BOUSSU,0.22,0.42,1,SNCB/NMBS,2025-10
23OCT2025,IZEGEM,1.37,1.13,1,SNCB/NMBS,2025-10
26OCT2025,BOCKSTAEL,-0.45,-0.45,1,SNCB/NMBS,2025-10
08OCT2025,BRUSSEL-KAPELLEKERK,0.83,0.83,1,SNCB/NMBS,2025-10
28OCT2025,GENT-DAMPOORT,-0.2,0.5,1,SNCB/NMBS,2025-10
22OCT2025,KOMEN,0.15,1.23,1,SNCB/NMBS,2025-10
17OCT2025,HAREN,-0.22,0.18,1,SNCB/NMBS,2025-10
14OCT2025,BRUSSEL-KAPELLEKERK,0.85,0.85,1,SNCB/NMBS,2025-10
06OCT2025,SCHAARBEEK,-0.85,-0.85,1,SNCB/NMBS,2025-10
15OCT2025,CHENEE,10.0,9.68,1,SNCB/NMBS,2025-10
19OCT2025,HENNUYERES-GARAGE,0.7,0.7,1,SNCB/NMBS,2025-10
03OCT2025,DENDERLEEUW,0.4,2.17,1,SNCB/NMBS,2025-10
11OCT2025,BRUGGE-SINT-PIETERS,0.77,0.63,1,SNCB/NMBS,2025-10
09OCT2025,FRAIPONT,0.85,0.85,1,SNCB/NMBS,2025-10
22OCT2025,COURT-SAINT-ETIENNE,1.88,2.0,1,SNCB/NMBS,2025-10
31OCT2025,DEINZE,0.72,1.45,1,SNCB/NMBS,2025-10
16OCT2025,HAMBOS,1.0,1.03,1,SNCB/NMBS,2025-10
25OCT2025,BRUSSEL-KAPELLEKERK,3.05,3.05,1,SNCB/NMBS,2025-10
16OCT2025,JURBISE,3.37,3.28,1,SNCB/NMBS,2025-10
08OCT2025,SCHELLEBELLE,-0.03,-0.03,1,SNCB/NMBS,2025-10
17OCT2025,JUSLENVILLE,2.45,2.28,1,SNCB/NMBS,2025-10
21OCT2025,HOUYET,1.45,1.47,1,SNCB/NMBS,2025-10
31OCT2025,BRUSSEL-NOORD,0.52,0.93,1,SNCB/NMBS,2025-10
17OCT2025,SCLESSIN,1.7,1.35,1,SNCB/NMBS,2025-10
01OCT2025,ZONHOVEN,0.6,0.38,1,SNCB/NMBS,2025-10
06OCT2025,TESTELT,0.17,0.17,1,SNCB/NMBS,2025-10
15OCT2025,WATERLOO,0.4,0.28,1,SNCB/NMBS,2025-10
13OCT2025,BUIZINGEN,2.92,2.92,1,SNCB/NMBS,2025-10
06OCT2025,MOUTERIJ,3.58,3.58,1,SNCB/NMBS,2025-10
02OCT2025,BRUSSEL-ZUID,-0.4,,1,THI-FACT,2025-10
25OCT2025,NAMUR,0.55,,1,SNCB/NMBS,2025-10
31OCT2025,KESSEL,-0.53,-0.53,1,SNCB/NMBS,2025-10
13OCT2025,LICHTERVELDE,1.22,1.25,1,SNCB/NMBS,2025-10
17OCT2025,HANSBEKE,-0.82,-0.82,1,SNCB/NMBS,2025-10
06OCT2025,MILMORT,-0.05,0.1,1,SNCB/NMBS,2025-10
21OCT2025,MECHELEN,7.12,7.12,1,THI-FACT,2025-10
30OCT2025,LIER,18.93,18.32,1,SNCB/NMBS,2025-10
20OCT2025,HOVE,32.52,32.52,1,SNCB/NMBS,2025-10
09OCT2025,NEERWINDEN,1.25,1.25,1,SNCB/NMBS,2025-10
19OCT2025,GERAARDSBERGEN,0.98,0.15,1,SNCB/NMBS,2025-10
17OCT2025,VORST-ZUID,-0.92,-0.92,1,SNCB/NMBS,2025-10
17OCT2025,AUBANGE,-1.3,0.02,1,SNCB/NMBS,2025-10
20OCT2025,KINKEMPOIS-RELAIS,1.07,1.07,1,SNCB/NMBS,2025-10
26OCT2025,HABAY,0.4,0.4,1,SNCB/NMBS,2025-10
29OCT2025,OBOURG-MARCHANDISES,6.57,6.57,1,SNCB/NMBS,2025-10
26OCT2025,SINT-MARTENS-BODEGEM,5.95,5.7,1,SNCB/NMBS,2025-10
21OCT2025,WESPELAAR-TILDONK,1.08,1.55,1,SNCB/NMBS,2025-10
07OCT2025,WESPELAAR-TILDONK,0.78,0.93,1,SNCB/NMBS,2025-10
08OCT2025,HEVERLEE,0.78,0.9,1,SNCB/NMBS,2025-10
13OCT2025,NAMUR-HERBATTE,2.15,2.15,1,SNCB/NMBS,2025-10
30OCT2025,VELTEM,-0.07,-0.07,1,SNCB/NMBS,2025-10
23OCT2025,DUFFEL,-0.4,0.12,1,SNCB/NMBS,2025-10
20OCT2025,SCHAARBEEK,3.15,3.15,1,SNCB/NMBS,2025-10
03OCT2025,LINKEBEEK,2.95,2.83,1,SNCB/NMBS,2025-10
16OCT2025,CHENEE,1.52,1.35,1,SNCB/NMBS,2025-10
27OCT2025,JEMEPPE-SUR-SAMBRE,-0.45,0.07,1,SNCB/NMBS,2025-10
07OCT2025,BELLEM,0.43,0.43,1,SNCB/NMBS,2025-10
15OCT2025,BOOISCHOT,3.08,3.25,1,SNCB/NMBS,2025-10
07OCT2025,TILLY-GARAGE,2.65,2.65,1,SNCB/NMBS,2025-10
03OCT2025,BUDA,1.17,1.63,1,SNCB/NMBS,2025-10
30OCT2025,EPPEGEM,0.45,0.45,1,SNCB/NMBS,2025-10
28OCT2025,HERSTAL,0.48,0.15,1,SNCB/NMBS,2025-10
11OCT2025,BRUSSEL-ZUID,-0.07,0.68,1,SNCB/NMBS,2025-10
03OCT2025,HARELBEKE,-0.13,-0.13,1,SNCB/NMBS,2025-10
19OCT2025,AMPSIN,0.2,0.2,1,SNCB/NMBS,2025-10
02OCT2025,WELLE,0.57,0.67,1,SNCB/NMBS,2025-10
09OCT2025,PRY,-0.75,-0.75,1,SNCB/NMBS,2025-10
20OCT2025,HANSBEKE,2.33,2.33,1,SNCB/NMBS,2025-10
10OCT2025,SINT-MARIABURG,2.9,2.68,1,SNCB/NMBS,2025-10
14OCT2025,BRUSSEL-NOORD,0.47,1.32,1,SNCB/NMBS,2025-10
07OCT2025,SINT-JOB,0.07,0.18,1,SNCB/NMBS,2025-10
29OCT2025,TONGEREN,-0.53,,1,SNCB/NMBS,2025-10
14OCT2025,ENGIS,0.37,0.37,1,SNCB/NMBS,2025-10
20OCT2025,PROFONDSART,-1.42,-1.42,1,SNCB/NMBS,2025-10
26OCT2025,BRUSSEL-NOORD,0.48,0.3,1,SNCB/NMBS,2025-10
15OCT2025,WATERMAAL,0.93,0.93,1,SNCB/NMBS,2025-10
27OCT2025,BOSVOORDE,-0.32,-0.32,1,SNCB/NMBS,2025-10
23OCT2025,GHLIN,-0.15,-0.15,1,SNCB/NMBS,2025-10
23OCT2025,BAS-OHA,0.57,0.57,1,SNCB/NMBS,2025-10
07OCT2025,ZEEBRUGGE-VORMING,0.9,0.9,1,SNCB/NMBS,2025-10
23OCT2025,EDINGEN,3.47,2.67,1,SNCB/NMBS,2025-10
27OCT2025,GENTBRUGGE,0.72,0.28,1,SNCB/NMBS,2025-10
28OCT2025,ZOLDER,1.22,1.17,1,SNCB/NMBS,2025-10
03OCT2025,GENT-SINT-PIETERS,4.92,,1,SNCB/NMBS,2025-10
02OCT2025,BRUGELETTE,-0.18,0.03,1,SNCB/NMBS,2025-10
28OCT2025,EKE-NAZARETH,2.55,2.08,1,SNCB/NMBS,2025-10
08OCT2025,GENTBRUGGE-PERRON C.W.,-0.17,-0.17,1,SNCB/NMBS,2025-10
25OCT2025,MECHELEN,2.32,2.22,1,SNCB/NMBS,2025-10
23OCT2025,BRUSSEL-CENTRAAL,3.35,3.53,1,SNCB/NMBS,2025-10
03OCT2025,ANGLEUR,4.58,5.08,1,SNCB/NMBS,2025-10
29OCT2025,BRUSSEL-LUXEMBURG,0.28,0.63,1,SNCB/NMBS,2025-10
28OCT2025,LE CAMPINAIRE,-0.37,0.05,1,SNCB/NMBS,2025-10
17OCT2025,LA ROCHE(BRABANT),0.03,0.03,1,SNCB/NMBS,2025-10
31OCT2025,ATH,-0.03,0.07,1,SNCB/NMBS,2025-10
16OCT2025,TILLEUR,0.5,0.5,1,SNCB/NMBS,2025-10
30OCT2025,BRUSSEL-ZUID,3.97,6.58,1,SNCB/NMBS,2025-10
18OCT2025,EREMBODEGEM,5.82,6.0,1,SNCB/NMBS,2025-10
08OCT2025,BOOM,1.28,0.08,1,SNCB/NMBS,2025-10
15OCT2025,BRUSSEL-NOORD,0.48,0.82,1,SNCB/NMBS,2025-10
11OCT2025,LIEDEKERKE,0.35,0.35,1,SNCB/NMBS,2025-10
13OCT2025,MECHELEN-NEKKERSPOEL,35.52,35.52,1,THI-FACT,2025-10
20OCT2025,STATTE,-0.45,0.12,1,SNCB/NMBS,2025-10
30OCT2025,FRAIPONT,0.82,0.82,1,SNCB/NMBS,2025-10
11OCT2025,BRUSSEL-ZUID,0.12,0.32,1,SNCB/NMBS,2025-10
09OCT2025,LABUISSIERE,-0.65,-0.53,1,SNCB/NMBS,2025-10
14OCT2025,LA LOUVIERE-CENTRE,0.25,0.22,1,SNCB/NMBS,2025-10
22OCT2025,LA HULPE,0.73,0.73,1,SNCB/NMBS,2025-10
19OCT2025,KORTENBERG-GOEDEREN,0.57,0.57,1,SNCB/NMBS,2025-10
23OCT2025,ERQUELINNES-VILLAGE,1.07,0.75,1,SNCB/NMBS,2025-10
16OCT2025,MARCHIENNE-AU-PONT,1.57,2.12,1,SNCB/NMBS,2025-10
23OCT2025,OUDENAARDE,-0.5,-0.05,1,SNCB/NMBS,2025-10
13OCT2025,MONS,1.62,,1,SNCB/NMBS,2025-10
10OCT2025,KORTENBERG,0.23,0.2,1,SNCB/NMBS,2025-10
18OCT2025,LOT,1.1,1.1,1,SNCB/NMBS,2025-10
14OCT2025,VORST-ZUID,0.43,0.67,1,SNCB/NMBS,2025-10
28OCT2025,ANTWERPEN-LUCHTBAL,3.12,3.07,1,SNCB/NMBS,2025-10
27OCT2025,BOECHOUT,0.93,0.77,1,SNCB/NMBS,2025-10
02OCT2025,DENDERMONDE,0.02,,1,SNCB/NMBS,2025-10
22OCT2025,MECHELEN,3.77,,1,SNCB/NMBS,2025-10
20OCT2025,MECHELEN,3.5,3.5,1,THI-FACT,2025-10
06OCT2025,MECHELEN,0.42,,1,SNCB/NMBS,2025-10
02OCT2025,ATHUS,-0.08,0.27,1,SNCB/NMBS,2025-10
06OCT2025,ANZEGEM,0.65,0.63,1,SNCB/NMBS,2025-10
22OCT2025,BRUSSEL-NOORD,4.95,4.37,1,SNCB/NMBS,2025-10
02OCT2025,HANSBEKE,-0.35,-0.35,1,SNCB/NMBS,2025-10
09OCT2025,EPPEGEM,3.23,4.13,1,SNCB/NMBS,2025-10
15OCT2025,HOVE,-0.28,0.43,1,SNCB/NMBS,2025-10
30OCT2025,HEUSDEN,2.27,2.03,1,SNCB/NMBS,2025-10
02OCT2025,HOURAING,0.82,0.48,1,SNCB/NMBS,2025-10
15OCT2025,BRUSSEL-ZUID,0.32,0.85,1,SNCB/NMBS,2025-10
02OCT2025,ANTWERPEN-ZUID,4.45,4.15,1,SNCB/NMBS,2025-10
19OCT2025,AALST,-0.07,,1,SNCB/NMBS,2025-10
15OCT2025,MARCHIENNE-AU-PONT,0.05,0.05,1,SNCB/NMBS,2025-10
02OCT2025,ANTWERPEN-BERCHEM,5.33,7.22,1,SNCB/NMBS,2025-10
18OCT2025,SAINT-DENIS-BOVESSE,1.33,1.33,1,SNCB/NMBS,2025-10
13OCT2025,BRAINE-LE-COMTE,3.2,3.32,1,SNCB/NMBS,2025-10
13OCT2025,ANDERLECHT,0.35,0.35,1,SNCB/NMBS,2025-10
22OCT2025,LIERS,2.92,3.02,1,SNCB/NMBS,2025-10
15OCT2025,AISEAU,1.22,1.22,1,SNCB/NMBS,2025-10
18OCT2025,ANTWERPEN-BERCHEM,-0.22,0.38,1,SNCB/NMBS,2025-10
13OCT2025,EPPEGEM,-0.05,-0.05,1,SNCB/NMBS,2025-10
23OCT2025,BRUSSEL-NOORD,1.33,0.53,1,SNCB/NMBS,2025-10
14OCT2025,MEVERGNIES-ATTRE,4.22,3.92,1,SNCB/NMBS,2025-10
20OCT2025,JAVA,2.2,2.2,1,SNCB/NMBS,2025-10
06OCT2025,DIEGEM,19.63,19.63,1,SNCB/NMBS,2025-10
09OCT2025,BELLEM,2.05,2.05,1,SNCB/NMBS,2025-10
03OCT2025,SCLESSIN,2.68,2.05,1,SNCB/NMBS,2025-10
08OCT2025,WEVELGEM,0.03,2.43,1,SNCB/NMBS,2025-10
10OCT2025,ANTWERPEN-NOORDERDOKKEN,6.05,6.05,1,SNCB/NMBS,2025-10
23OCT2025,BRUSSEL-CONGRES,0.4,0.4,1,SNCB/NMBS,2025-10
20OCT2025,NAMUR-HERBATTE,11.27,11.27,1,SNCB/NMBS,2025-10
12OCT2025,SCHENDELBEKE,1.17,0.97,1,SNCB/NMBS,2025-10
20OCT2025,LOT,2.97,2.97,1,SNCB/NMBS,2025-10
12OCT2025,BRAINE-LE-COMTE,53.38,,1,SNCB/NMBS,2025-10
16OCT2025,DUFFEL,2.22,2.22,1,THI-FACT,2025-10
25OCT2025,SAINT-DENIS-BOVESSE,2.47,2.47,1,SNCB/NMBS,2025-10
03OCT2025,DENDERLEEUW,-0.13,,1,SNCB/NMBS,2025-10
17OCT2025,ASSE,1.25,1.25,1,SNCB/NMBS,2025-10
24OCT2025,SCHULEN,2.9,2.9,1,SNCB/NMBS,2025-10
19OCT2025,VOROUX,0.97,0.73,1,SNCB/NMBS,2025-10
03OCT2025,WAREMME,0.1,0.53,1,SNCB/NMBS,2025-10
28OCT2025,PIETON,0.12,-0.02,1,SNCB/NMBS,2025-10
03OCT2025,MOENSBERG,1.65,1.48,1,SNCB/NMBS,2025-10
30OCT2025,MERCHTEM,0.33,0.13,1,SNCB/NMBS,2025-10
20OCT2025,VICHTE,10.32,10.32,1,SNCB/NMBS,2025-10
17OCT2025,KAPELLEN-WIJKSPOOR,1.2,1.2,1,SNCB/NMBS,2025-10
25OCT2025,HENNUYERES,-0.92,-0.92,1,SNCB/NMBS,2025-10
01OCT2025,BRUSSELS AIRPORT - ZAVENTEM,10.13,,1,SNCB/NMBS,2025-10
24OCT2025,CHASTRE,0.48,0.32,1,SNCB/NMBS,2025-10
31OCT2025,AMPSIN,2.67,2.67,1,SNCB/NMBS,2025-10
21OCT2025,HENNUYERES-GARAGE,0.18,0.18,1,SNCB/NMBS,2025-10
08OCT2025,ALKEN,1.63,2.6,1,SNCB/NMBS,2025-10
22OCT2025,SCHELLEBELLE,0.37,0.23,1,SNCB/NMBS,2025-10
26OCT2025,ROCHEFORT-JEMELLE,0.3,0.87,1,SNCB/NMBS,2025-10
03OCT2025,KORTEMARK,-0.12,0.33,1,SNCB/NMBS,2025-10
11OCT2025,VORST-ZUID,4.1,3.95,1,SNCB/NMBS,2025-10
01OCT2025,VORST-ZUID,1.25,1.25,1,SNCB/NMBS,2025-10
29OCT2025,HANSBEKE,2.3,2.3,1,SNCB/NMBS,2025-10
23OCT2025,LA HULPE,1.0,0.87,1,SNCB/NMBS,2025-10
28OCT2025,BRUSSEL-KAPELLEKERK,-0.6,-0.6,1,SNCB/NMBS,2025-10
31OCT2025,NAMUR,-2.88,0.27,1,SNCB/NMBS,2025-10
02OCT2025,PECROT,1.12,0.8,1,SNCB/NMBS,2025-10
31OCT2025,KAPELLEN-WIJKSPOOR,0.77,0.77,1,SNCB/NMBS,2025-10
30OCT2025,WAREMME,-1.13,0.27,1,SNCB/NMBS,2025-10
24OCT2025,ETTERBEEK,1.52,1.52,1,SNCB/NMBS,2025-10
21OCT2025,NEUFVILLES,5.92,5.48,1,SNCB/NMBS,2025-10
27OCT2025,AALST,1.28,,1,SNCB/NMBS,2025-10
13OCT2025,AUVELAIS,0.07,0.07,1,SNCB/NMBS,2025-10
09OCT2025,TIENEN,15.92,16.88,1,SNCB/NMBS,2025-10
27OCT2025,KORTRIJK,36.93,,1,SNCB/NMBS,2025-10
25OCT2025,GENT-SINT-PIETERS,-1.4,-0.07,1,SNCB/NMBS,2025-10
12OCT2025,ECAUSSINNES,-0.43,0.32,1,SNCB/NMBS,2025-10
14OCT2025,LOT,13.17,12.75,1,SNCB/NMBS,2025-10
31OCT2025,PROFONDSART,3.28,3.28,1,SNCB/NMBS,2025-10
13OCT2025,BEVEREN(WAAS),1.53,1.23,1,SNCB/NMBS,2025-10
15OCT2025,MASNUY-SAINT-PIERRE,6.87,6.87,1,SNCB/NMBS,2025-10
07OCT2025,DE PINTE,1.97,1.63,1,SNCB/NMBS,2025-10
11OCT2025,HOEILAART,-1.18,-1.18,1,SNCB/NMBS,2025-10
11OCT2025,LEIGNON,2.12,2.12,1,SNCB/NMBS,2025-10
07OCT2025,BRUSSEL-ZUID,8.62,7.92,1,SNCB/NMBS,2025-10
01OCT2025,BELLEM,-1.28,-1.28,1,SNCB/NMBS,2025-10
25OCT2025,GENTBRUGGE-PERRON C.W.,0.82,0.82,1,SNCB/NMBS,2025-10
18OCT2025,LOKEREN,-0.78,,1,SNCB/NMBS,2025-10
03OCT2025,ZAVENTEM,2.4,2.4,1,SNCB/NMBS,2025-10
29OCT2025,WEZEMAAL,0.6,0.28,1,SNCB/NMBS,2025-10
20OCT2025,CHENEE,1.25,1.25,1,SNCB/NMBS,2025-10
29OCT2025,VIVILLE,-0.03,0.22,1,SNCB/NMBS,2025-10
02OCT2025,CHARLEROI-CENTRAL,1.33,,1,SNCB/NMBS,2025-10
30OCT2025,NAMECHE,3.42,3.08,1,SNCB/NMBS,2025-10
30OCT2025,AALTER,-0.7,-0.7,1,SNCB/NMBS,2025-10
31OCT2025,BEERNEM,-0.63,-0.63,1,SNCB/NMBS,2025-10
25OCT2025,LA HULPE,-1.63,-1.63,1,SNCB/NMBS,2025-10
23OCT2025,BRUSSEL-KAPELLEKERK,3.32,3.32,1,SNCB/NMBS,2025-10
08OCT2025,FLOREFFE,0.93,0.93,1,SNCB/NMBS,2025-10
19OCT2025,BRUSSEL-CONGRES,0.23,0.23,1,SNCB/NMBS,2025-10
23OCT2025,MARBEHAN,7.75,8.0,1,SNCB/NMBS,2025-10
22OCT2025,KONTICH-LINT,-0.08,0.02,1,SNCB/NMBS,2025-10
30OCT2025,HANSBEKE,0.8,0.8,1,SNCB/NMBS,2025-10
06OCT2025,LIEGE-GUILLEMINS,0.65,,1,SNCB/NMBS,2025-10
23OCT2025,FARCIENNES,-0.75,-0.75,1,SNCB/NMBS,2025-10
19OCT2025,ANTWERPEN-OOST,0.73,0.73,1,THI-FACT,2025-10
12OCT2025,BRUSSEL-NOORD,-0.15,-0.25,1,SNCB/NMBS,2025-10
30OCT2025,MORTSEL,2.55,2.55,1,SNCB/NMBS,2025-10
24OCT2025,BRUSSEL-NOORD,6.35,8.68,1,SNCB/NMBS,2025-10
07OCT2025,HALLE,0.05,0.6,1,SNCB/NMBS,2025-10
16OCT2025,SCHAARBEEK,35.62,35.62,1,THI-FACT,2025-10
11OCT2025,SCLAIGNEAUX,0.25,0.33,1,SNCB/NMBS,2025-10
12OCT2025,BRUSSEL-CONGRES,-0.03,-0.03,1,SNCB/NMBS,2025-10
24OCT2025,MARBEHAN,1.57,2.02,1,SNCB/NMBS,2025-10
30OCT2025,GERAARDSBERGEN,0.4,,1,SNCB/NMBS,2025-10
30OCT2025,LEMBEEK,0.53,0.53,1,SNCB/NMBS,2025-10
13OCT2025,MASNUY-SAINT-PIERRE,4.23,4.23,1,SNCB/NMBS,2025-10
05OCT2025,BRUSSEL-KAPELLEKERK,-0.95,-0.95,1,SNCB/NMBS,2025-10
24OCT2025,FAMILLEUREUX,0.27,0.02,1,SNCB/NMBS,2025-10
24OCT2025,SCHELDEWINDEKE,16.57,16.77,1,SNCB/NMBS,2025-10
09OCT2025,BELLEM,-0.02,-0.02,1,SNCB/NMBS,2025-10
14OCT2025,NEERWINDEN,0.57,0.57,1,SNCB/NMBS,2025-10
10OCT2025,NINOVE,2.72,2.52,1,SNCB/NMBS,2025-10
15OCT2025,VILLE-POMMEROEUL,1.88,1.88,1,SNCB/NMBS,2025-10
20OCT2025,KORTEMARK,-0.12,0.05,1,SNCB/NMBS,2025-10
06OCT2025,SINT-JORIS-WEERT,-0.45,-0.45,1,SNCB/NMBS,2025-10
